,cell_class,coord_X,coord_Y
267695,Astro,0.20757411,0.15893137
79896,Astro,-0.49323928,-0.006402878
79910,L4/5 IT,-0.051831983,-0.07738823
118315,Pvalb,-0.23942766,0.124030925
199573,L4/5 IT,-0.05132689,-0.17921335
118320,L6 CT,0.40374747,-0.1933749
212132,Pvalb,-0.15457077,-0.043183148
118564,L5 IT,-0.19093287,0.30151722
118344,L4/5 IT,-0.071031064,-0.10078712
118357,L5 IT,0.31676984,-0.15291668
80021,L4/5 IT,-0.16583866,0.044183746
245508,L6 CT,0.18138172,0.11423933
80026,L4/5 IT,0.08705418,-0.26501596
214372,L4/5 IT,-0.112442434,-0.052351743
80066,Micro,0.37992647,0.11637435
201445,L6 CT,0.02002788,0.2910123
267722,Oligo,0.3642717,0.093527414
118281,L2/3 IT,-0.30296534,0.10745696
80185,L5/6 NP,0.08921136,0.018990763
212055,L5 IT,0.21121432,-0.23699984
112346,L5 IT,0.07077211,-0.15582448
80558,L6 IT,0.22019307,-0.043958064
80649,L6 IT,0.048407327,0.10469306
72376,Peri,-0.24430448,-0.21669692
118985,OPC,-0.13143547,-0.081881106
259729,L4/5 IT,-0.055052422,-0.18233839
80726,Oligo,0.32502797,0.15101352
214649,L6 CT,0.34411883,0.022921633
72258,Sst,0.13472971,-0.31384528
72257,L5 ET,0.24456398,-0.31743377
72233,L4/5 IT,-0.3317809,0.036525875
211889,L5/6 NP,-0.20198122,0.23165804
112227,L5 IT,-0.14251454,0.2315143
211874,L4/5 IT,0.00065025315,-0.23621657
260939,L4/5 IT,0.23281853,-0.07767251
72439,Oligo,0.33755225,0.109718196
72468,Oligo,-0.010582224,0.28649783
201551,Astro,-0.23672324,0.29680696
80422,Oligo,0.4221005,0.13349304
80216,Astro,0.1167012,0.17118439
72828,L6 CT,0.14026162,0.18533725
267801,Astro,-0.31570992,-0.15376422
214479,Oligo,0.21804889,0.24811903
214507,Astro,0.2110496,0.25247154
199431,L6 CT,0.027996603,0.2534931
112545,L4/5 IT,-0.27631593,0.075272165
112567,L4/5 IT,-0.16805223,-0.006410282
72704,L5 IT,-0.057171825,-0.035611935
267837,L2/3 IT,-0.28200775,-0.026863035
245834,L2/3 IT,-0.20423378,-0.19609162
266478,L4/5 IT,0.062418167,-0.2598883
80286,Oligo,-0.04604868,0.45362672
212025,Oligo,0.021113206,0.25243726
118835,Oligo,0.3279925,0.166679
201525,Oligo,-0.005876433,0.09639906
112530,Astro,0.16853128,-0.33051836
259704,L5/6 NP,0.121479645,-0.037792265
212148,Astro,-0.15861665,-0.11595329
201389,Endo,-0.023890886,-0.108969815
113506,L5 ET,-0.04911564,0.09210474
117447,L4/5 IT,0.19438167,-0.38777503
79356,L6 CT,0.14968106,0.19685304
79368,Pvalb,0.12736656,-0.3012558
214102,L6 CT,0.15555437,0.18056265
79474,Oligo,0.41950807,0.11942675
117591,L2/3 IT,0.070602834,-0.33473164
201225,L5 ET,-0.035432134,0.10012346
117639,L4/5 IT,-0.1781117,-0.008540042
243656,Micro,0.22654499,0.027366012
74035,Micro,-0.159689,0.31880754
214151,L5 IT,0.27629068,-0.29701957
117703,Astro,-0.1716605,0.11741159
117707,Lamp5,-0.42464453,-0.07086344
201245,SMC,-0.22233169,0.036653183
260008,L4/5 IT,0.15494685,-0.23255286
117386,L2/3 IT,-0.33511344,0.10429608
266648,L4/5 IT,-0.2657816,0.19132271
214054,L5 ET,0.065402135,-0.10108552
113618,L5 IT,0.03549916,0.14737648
213984,L6 CT,0.1057778,0.18468726
74615,L4/5 IT,0.040255327,-0.26540166
117162,Vip,-0.21704991,-0.19670314
79199,L4/5 IT,0.1041539,-0.19690716
74530,L6 IT,0.07902761,0.1903753
74526,L2/3 IT,-0.005703509,-0.29517552
212288,L4/5 IT,0.06050011,-0.22478908
199935,VLMC,-1.7873943e-05,-0.39387184
243340,L6 CT,-0.0572763,0.2868271
214039,L5 IT,-0.19344132,0.15636471
117291,L2/3 IT,-0.41152072,0.022306606
201176,Oligo,-0.19168068,0.09171984
117307,Astro,0.32531697,0.0963478
74349,L6 CT,-0.06751505,0.40478697
266656,Vip,0.008418545,-0.13417804
117207,OPC,0.03139281,-0.13460882
201403,L6 CT,0.4273229,-0.13813531
73804,Endo,-0.2610548,-0.007340662
266587,L2/3 IT,-0.39949834,0.11035275
73519,Astro,-0.20540999,0.17168653
73510,Micro,-0.030509967,0.36568972
199631,L4/5 IT,-0.039390426,-0.1799089
118092,Astro,-0.23386033,0.010195009
73504,L6 CT,-0.031088592,0.17564422
73479,Oligo,0.3119933,0.12848735
73414,Oligo,-0.07610433,0.055477783
201342,Oligo,-0.270272,0.24432537
73399,Oligo,0.26005054,-0.16336238
73348,L4/5 IT,0.23315234,-0.35062242
73321,L4/5 IT,0.18349029,-0.30232626
266532,Pvalb,0.0995677,0.08676881
118234,L4/5 IT,-0.2726415,0.12551698
79877,Endo,-0.023193715,-0.36625594
79879,SMC,0.20693548,-0.5290395
199650,L6 CT,-0.014229879,0.34007546
199652,L2/3 IT,-0.003260687,-0.2898406
112956,L6 IT,0.058621746,0.20386258
199653,L4/5 IT,-0.2771616,0.12813628
214190,Endo,0.28197137,-0.08850505
117881,Astro,0.32325512,-0.03767595
199736,OPC,0.20228349,-0.0076198485
117946,L4/5 IT,-0.17401259,-0.085391834
79606,Vip,-0.30448887,0.12241865
199716,L5 IT,0.15363069,-0.030188607
117966,Oligo,0.29246655,0.14973125
260765,L6 CT,0.08548124,0.17784545
79608,OPC,0.15269077,-0.30441898
266567,L2/3 IT,0.02037016,-0.34054253
117991,L4/5 IT,-0.112746984,-0.087293684
118037,Oligo,0.33428395,0.20197216
118041,Endo,0.14040492,0.22902116
118060,L4/5 IT,0.05200101,-0.16388908
73569,L6 CT,0.4194484,-0.108247615
118072,Oligo,0.3661058,0.016981974
117978,L6 CT,-0.041763857,0.24755591
66490,L5 ET,0.20640765,-0.12970254
197824,L4/5 IT,-0.12921925,-0.038045403
109363,L6 IT,-0.08820985,0.36942652
105678,Astro,-0.17843744,0.30281043
60497,VLMC,-0.50800824,0.0046104714
257951,L2/3 IT,0.03203625,-0.3279425
257942,Astro,-0.06605973,-0.20449919
257940,L4/5 IT,0.06697258,-0.17102787
60420,L6 CT,-0.05408348,0.18943009
218689,L2/3 IT,-0.30661616,0.06421814
129186,L6 IT,0.4288425,-0.19125393
209557,L6 CT,0.31776658,-0.049181607
269932,L5 ET,-0.0749359,0.059317827
129206,L5 IT,0.14590016,0.012912232
87550,L4/5 IT,-0.22221869,0.057845317
262083,Astro,-0.17292732,0.3588282
203814,L6 CT,0.40500253,-0.07874079
269970,Oligo,0.009570956,0.43150973
196034,L5/6 NP,-0.036203094,0.1594581
87643,L5 ET,0.16867077,-0.13032833
209577,L6 CT,-0.07517825,0.43433592
105726,Endo,-0.15837231,0.17708644
128863,OPC,0.4279578,-0.009830017
60825,L5 IT,-0.1255924,0.07032339
60820,L6 IT,0.3827495,-0.05732639
128941,Pvalb,-0.07236203,0.01872427
265149,L4/5 IT,0.11536905,-0.25355116
269886,L2/3 IT,-0.25401136,-0.07379061
245090,L4/5 IT,-0.11290142,-0.07230836
128979,Astro,-0.063123636,0.18684232
105847,L2/3 IT,-0.065029725,-0.24619228
87457,L4/5 IT,0.044980954,-0.16051984
60577,Endo,0.28240743,-0.015566122
218646,Endo,0.14046149,-0.03491644
246393,L2/3 IT,0.07810216,-0.30537775
129025,Oligo,0.31775296,-0.10000677
105790,Oligo,0.10730669,0.39484802
60515,L5 ET,0.22415407,-0.12751141
262100,Pvalb,-0.11230877,0.16155607
242637,Endo,0.049481858,-0.13715336
218797,L6b,0.02809823,0.36262438
59796,L6 CT,-0.038203053,0.29241985
59789,L6 IT,0.1360348,0.06105472
105280,OPC,0.026060972,-0.3402936
129619,L6b,0.099469155,0.27712342
87814,Endo,0.2188658,0.09395972
195822,OPC,-0.04866746,-0.33991742
209441,L6 IT,-0.123196796,0.3004651
129658,Micro,-0.42310464,-0.0060631
59683,L6b,0.4300944,0.045078576
129662,L4/5 IT,-0.23636828,0.016235717
59633,Astro,-0.47912687,0.009237319
195803,Oligo,0.17443936,0.29370913
270061,Micro,-0.0069841184,-0.21859953
195797,L5 ET,0.14302066,-0.1930067
59564,L5 IT,0.07047789,-0.09489401
195850,L4/5 IT,-0.16011155,-0.077145934
105308,L6 CT,0.39922583,-0.05896884
262126,Lamp5,-0.2876122,-0.042576563
129566,L4/5 IT,-0.21921888,0.09401277
129366,L4/5 IT,-0.15033333,0.04959414
59983,L6 CT,-0.010172151,0.19989395
129414,OPC,-0.19739452,-0.14825693
129431,L6 IT,0.3866122,-0.105860345
105461,L4/5 IT,-0.053045023,-0.12729156
129446,L5 IT,-0.09181379,0.037669264
129466,OPC,-0.39425623,-0.07112871
105884,Oligo,0.41405207,0.08787033
262112,L4/5 IT,0.14836754,-0.25247136
105439,VLMC,-0.06276319,-0.3626414
129523,Vip,-0.30491886,-0.052155375
59852,Micro,-0.39003834,-0.0446691
195858,L6 CT,0.074422196,0.162846
105343,L4/5 IT,0.15284596,-0.33348054
218879,L4/5 IT,0.13378236,-0.23558879
270045,L5 ET,-0.06084197,-0.014714993
59878,L6 CT,0.18359973,0.14997578
128850,Astro,0.14428444,-0.4199758
60836,Astro,0.2697855,0.1505588
87327,L6 CT,0.40289995,-0.16749474
128135,L6b,0.012237806,0.3657209
128138,VLMC,0.09445943,-0.4468173
261969,Vip,-0.17916127,-0.19476241
106258,Oligo,0.41402733,0.09641161
106254,Oligo,-0.1414541,0.11563919
209761,Astro,0.15520382,-0.22380528
269740,L4/5 IT,0.015195459,-0.18815246
196367,L6b,0.23001666,0.1699914
61746,L6 IT,-0.0213359,0.23255649
218328,PVM,-0.2100006,0.046509065
106232,Oligo,0.44375938,0.009916306
258121,L5 IT,-0.11374557,0.22525242
106228,L6 CT,0.30979562,0.027367108
128327,L2/3 IT,-0.40532243,0.0809751
209734,L6 IT,-0.18585724,0.34708133
218266,Micro,-0.4176115,-0.022189043
61872,Lamp5,0.0071384385,-0.062379703
258152,L5 IT,-0.047755167,0.17046225
196407,L4/5 IT,-0.0051331967,-0.104795784
127903,L4/5 IT,0.12614469,-0.20991772
86889,L2/3 IT,-0.27031592,-0.11492314
218212,Peri,-0.32519597,0.2637273
127925,L2/3 IT,-0.37380728,0.12973514
269703,Astro,-0.1692484,-0.2431038
86911,L6 CT,0.33169866,-0.055628397
265225,L2/3 IT,-0.44440633,0.104575194
106210,L4/5 IT,0.0049906,-0.1414684
61877,L2/3 IT,-0.218313,-0.051893216
196422,L4/5 IT,-0.29361677,0.1206324
87029,Oligo,-0.20846102,-0.2441423
245130,L2/3 IT,0.08536829,-0.25183508
258172,L4/5 IT,-0.18881962,-0.05978924
87039,L2/3 IT,-0.081259616,-0.14711088
269732,Oligo,0.37132385,-0.040558174
87060,L4/5 IT,-0.15818691,-0.017144294
127984,L4/5 IT,0.0947219,-0.1821731
257834,L2/3 IT,-0.2815031,0.027288284
61612,L4/5 IT,-0.19425908,0.098558165
218362,PVM,0.014883362,0.34246236
61100,L5 IT,0.15218088,0.025410373
258067,L6 IT,0.39740005,-0.19311038
61090,L6 IT,-0.049440842,0.30528888
61053,OPC,0.40628454,0.003440842
196202,L6 CT,0.14460494,0.20061472
106033,Astro,0.03358494,0.070019856
87294,L4/5 IT,-0.031002829,-0.0947275
61009,L2/3 IT,-0.36918962,0.029685449
77380,L2/3 IT,-0.019179488,-0.2337158
106019,Oligo,-0.17914902,0.024053387
61000,L2/3 IT,-0.14006057,-0.22806728
105976,L4/5 IT,0.16498879,-0.2897575
246375,L6 CT,-0.115177855,0.2805545
87312,L5 IT,-0.18630922,0.31642318
60855,L5 IT,-0.106834404,0.2630817
87260,L2/3 IT,-0.39366457,0.13280901
203649,Oligo,0.21616761,0.20983031
261993,L6 IT,0.1310383,0.20010322
61170,Oligo,0.31467605,0.17396739
128385,Endo,0.006092496,-0.24554706
128423,L4/5 IT,-0.19204257,0.08699005
87156,L5 ET,-0.086661525,0.04921855
128447,L6 CT,-0.088631615,0.3422951
61562,L2/3 IT,-0.41168034,0.08639714
209703,Astro,-0.077821195,0.3386327
61424,L6 IT,0.14340669,0.07452818
203608,Peri,-0.09097721,0.2811073
106172,L2/3 IT,-0.10713017,-0.28192535
61389,L4/5 IT,0.1980742,-0.27731478
87208,Astro,-0.103573814,-0.15714902
196262,L6b,0.102780625,0.27286717
265176,L5 IT,0.0694271,-0.058001794
61278,L5 IT,-0.18604857,0.3265734
218449,Lamp5,-0.23959766,-0.06480174
128588,L6 CT,0.3271856,-0.047558527
61398,L5 ET,0.25446585,-0.27819347
209420,L6 CT,-0.11856891,0.3554812
219023,L2/3 IT,-0.024043685,-0.22288054
219044,Astro,0.14167483,-0.06083384
204149,L4/5 IT,0.03114869,-0.17738405
195332,L4/5 IT,-0.18199466,0.042076327
209204,OPC,0.27735138,0.08465422
209203,L5 IT,0.050963495,0.060911365
219644,Endo,-0.025035959,-0.046279892
195298,L4/5 IT,-0.16374196,0.023511477
262267,Endo,-0.13444027,0.20242992
88784,L4/5 IT,-0.061447345,-0.13977177
219662,L6 CT,0.224072,-0.05507327
270380,L4/5 IT,-0.10875462,-0.13259166
131324,Peri,-0.042046867,0.33168644
57647,Peri,0.027045656,-0.31775674
88927,L6 IT,0.28433862,-0.12376505
131349,Micro,-0.11770384,-0.026498575
131352,L2/3 IT,-0.16233766,-0.21345001
195351,OPC,-0.30887845,-0.11272012
57964,PVM,0.18851833,-0.24893269
195372,L6b,0.41116333,0.025728408
131058,Oligo,-0.05579772,0.40186837
209261,L4/5 IT,-0.06536101,-0.12657726
270308,L5 IT,0.18518959,-0.17972794
58294,Endo,0.13424616,0.10105296
130903,Micro,0.09932281,-0.39553532
130908,L5 IT,0.1078091,-0.13419965
88597,Micro,0.08294697,-0.3759559
130947,Oligo,0.19825557,0.23986071
88928,L4/5 IT,-0.023772888,-0.11763326
58198,L6b,0.036636222,0.33989373
219545,L4/5 IT,0.12150261,-0.20672005
219552,Astro,0.15854628,-0.48204672
131009,L6 IT,0.37800518,-0.1778805
58101,L2/3 IT,0.0012890585,-0.321887
195380,L4/5 IT,-0.27665025,0.1727323
104671,L2/3 IT,-0.016991809,-0.26896417
88601,L4/5 IT,-0.049614515,-0.22281688
58145,Astro,-0.28496414,-0.13423708
104746,L5 IT,0.24587195,-0.2885033
57527,L2/3 IT,0.17526062,-0.34203073
57523,Endo,-0.2120906,0.27661455
57131,OPC,-0.28947157,-0.15420663
57107,L4/5 IT,0.06674114,-0.22416961
57046,OPC,0.18240705,-0.36466363
131734,L6 IT,0.028581943,0.31052732
244984,Endo,0.3770411,-0.084723055
195130,L2/3 IT,0.16113603,-0.3499563
204299,L5 ET,0.32363322,-0.29102626
57001,VLMC,-0.3819778,-0.1123588
131828,L6 IT,-0.00070568547,0.2931505
104197,L4/5 IT,-0.21680692,-0.032833915
104190,Micro,-0.26296028,-0.18100709
56954,L6 CT,0.30816785,0.08065635
56881,L6 CT,0.3299158,0.028176092
219859,L2/3 IT,-0.37287286,0.047997735
89375,L6 CT,-0.063944474,0.4387908
131618,L2/3 IT,0.1893324,-0.3776038
204289,L6 CT,-0.11206126,0.27689233
57151,SMC,-0.26218578,0.16597664
270464,L6 CT,-0.14050649,0.3803245
246516,OPC,0.18569256,0.1429008
57483,L2/3 IT,-0.3355784,-0.05293359
89077,L2/3 IT,-0.34524757,0.08236342
89088,L6 CT,0.37649405,0.008577768
219724,L5 IT,0.06250429,-0.0126992185
57402,L6 IT,0.2027775,0.10802605
195192,Endo,0.041504484,-0.11861108
57524,PVM,-0.3109631,-0.1794692
57352,L4/5 IT,-0.23986967,0.101654015
270445,L4/5 IT,-0.26790467,0.11546936
57309,L2/3 IT,-0.037934214,-0.31044966
131521,L6 IT,0.2635861,-0.08315025
219746,L2/3 IT,0.11036278,-0.34532467
131532,L4/5 IT,-0.22745019,0.070623204
204286,Micro,0.038142,0.08422774
209074,L6 CT,0.17079264,0.15577611
89115,L6 IT,0.3502057,-0.0850818
127898,Micro,-0.240695,-0.2200208
104749,L2/3 IT,-0.2835377,-0.08146185
58402,Astro,-0.27536896,-0.06927572
105069,L6 CT,-0.18403794,0.3672652
59099,L4/5 IT,-0.11160356,-0.03192195
245031,Astro,-0.21532415,-0.2520543
265050,Astro,-0.21412234,0.27045733
130291,L5 IT,-0.051193643,0.041923292
88131,L5 ET,-0.0028049015,-0.08971073
203982,L5/6 NP,-0.14351067,0.24610278
219221,Vip,-0.1821199,-0.073803455
209374,Micro,0.4462988,0.10591314
242542,L2/3 IT,-0.13199796,-0.18904814
88202,L4/5 IT,-0.22737007,0.0464907
59022,VLMC,-0.44297218,-0.058399513
265022,L4/5 IT,-0.028811043,-0.20370269
246469,L4/5 IT,0.022333492,-0.26564816
88238,L4/5 IT,-0.20120433,0.029625002
59222,L6 CT,0.36530203,-0.1586791
88010,L4/5 IT,-0.021748388,-0.10328351
130178,L5 ET,-0.097037405,0.11669428
130169,Endo,-0.20672445,0.089573346
59492,Astro,0.441572,0.121416114
195732,L6 CT,-0.21575965,0.35211366
219063,OPC,0.22106193,-0.3713432
129939,L4/5 IT,0.03548013,-0.20472407
219079,Endo,-0.019054662,-0.24727288
129995,Endo,-0.036443193,0.3116358
130014,Astro,-0.21280086,0.3006902
104996,L2/3 IT,-0.29086992,-0.058223538
130028,L4/5 IT,0.21224932,-0.35801542
59346,SMC,-0.1304966,-0.0056419577
105146,L4/5 IT,-0.0043486953,-0.121039
105119,Astro,-0.34074706,0.09174847
59335,Astro,0.4434743,-0.12380217
130059,L5 IT,-0.23231584,0.21717346
87994,Peri,-0.12402676,0.3183229
130119,L5/6 NP,0.23049892,-0.27611348
105195,Astro,0.11589201,-0.43396145
58326,L4/5 IT,-0.07740383,-0.13724981
195595,Micro,-0.25067395,0.030652057
58970,Endo,0.14133409,-0.16293034
257664,L6 CT,0.32648766,-0.08534159
130706,Oligo,0.36165622,0.13509315
58560,Astro,0.07925929,0.40696236
104901,L4/5 IT,-0.22861944,-0.006375661
104791,L2/3 IT,-0.4166714,0.038381457
270263,Endo,-0.3677742,0.057420462
246482,L6 CT,-0.08718079,0.36406213
270266,Endo,0.03040732,0.027792409
270270,Endo,0.07092747,-0.040128283
58471,Endo,-0.0058455877,0.05805406
88520,L6 IT,0.23556782,0.060640708
58430,Peri,-0.13455287,0.19704142
264965,Astro,0.07180828,0.0099562965
195460,L4/5 IT,0.09663957,-0.20297202
104770,Oligo,0.060775373,0.32168475
58605,Lamp5,-0.16162956,0.21288723
265001,L5 IT,0.18045366,0.011621252
130659,Astro,0.3826862,0.08427803
130648,L4/5 IT,-0.22417851,0.10131379
204021,Pvalb,-0.07213949,-0.17573318
257707,L4/5 IT,0.07733314,-0.1932756
104977,Oligo,0.28339502,0.19088784
58961,L6b,0.08892885,0.28622416
58875,Endo,-0.011717677,-0.22634393
204029,L5 IT,0.055016767,0.01129036
88282,L6 CT,0.11976202,0.074456744
104993,L2/3 IT,-0.06883907,-0.19387862
58816,L2/3 IT,-0.16933918,-0.15297878
130527,L4/5 IT,-0.18207106,-0.0402334
58739,Micro,0.2618834,-0.31131476
104955,L6 CT,0.2497421,0.11135241
130540,Oligo,0.2114393,0.23591825
58682,L4/5 IT,0.16041131,-0.31165916
195524,Oligo,0.44467255,0.13187641
195516,L4/5 IT,-0.25317916,0.118968256
130494,L2/3 IT,-0.40419197,0.106636055
86832,PVM,0.023643274,0.33037004
86831,L2/3 IT,-0.32819656,-0.0818242
127821,Oligo,0.4430633,0.1004558
125239,L5/6 NP,0.27662635,-0.13379273
85032,L6 CT,0.25116372,0.14229754
242900,Endo,0.16779914,-0.22270864
125265,Vip,0.28061312,-0.29391885
108304,Astro,-0.12405492,0.20056352
85128,Pvalb,-0.24574412,0.2794574
202919,L2/3 IT,-0.41150418,0.12688321
125360,VLMC,-0.010774773,-0.38954276
85156,L6 CT,0.29841876,0.04556194
85167,Sst,0.3175411,-0.12304651
125378,L4/5 IT,0.021960776,-0.25756502
125384,L6b,0.2916134,0.11455389
125395,L4/5 IT,-0.24492525,0.081359066
217094,L4/5 IT,-0.30032942,0.21316478
125445,Endo,-0.110949695,-0.15232867
65325,Peri,0.21214764,-0.28037137
84969,L4/5 IT,0.151802,-0.2367928
265650,L5 IT,0.05832162,0.03272436
125203,Peri,-0.16109109,-0.23885664
246156,Pvalb,-0.1196626,0.10291196
65586,L2/3 IT,-0.3264541,-0.060042992
124980,L5 ET,0.2589603,-0.26273796
65584,Oligo,0.10301064,0.2860045
269105,L4/5 IT,-0.2742439,0.089492075
84816,Oligo,0.030456249,0.4174534
108480,Sst,-0.108322844,0.18686801
202959,L4/5 IT,-0.23457983,-0.013783321
84820,Endo,0.3749775,0.07509793
65482,L4/5 IT,-0.18675768,0.107230775
108459,L5 IT,0.09069237,0.08019599
84884,Endo,0.23686133,-0.16842258
265652,L4/5 IT,0.07293223,-0.17584968
65387,L5 ET,-0.042983506,0.03654751
125173,L5 ET,-0.08562608,0.100798614
269127,L6 CT,0.066312164,0.27820864
216955,L6 IT,0.36790574,-0.1523152
210525,Oligo,-0.011526141,0.12537679
108085,Oligo,-0.04201997,0.40302384
125479,L2/3 IT,0.0390546,-0.3009368
64615,Oligo,0.29028496,-0.018319812
85437,Pvalb,0.16645835,-0.41353163
64475,Micro,0.39854813,-0.09114397
64415,Peri,0.3710623,0.054502174
197199,Lamp5,-0.27594534,-0.17809436
269330,OPC,0.21210937,0.06001898
269332,Oligo,0.16532516,-0.021320757
197194,Pvalb,-0.028464787,-0.14381199
269341,L6 CT,-0.072510526,0.16266185
85460,L6 CT,-0.21078771,0.35720596
269343,Astro,-0.09382205,0.3553903
64289,L2/3 IT,-0.14653417,-0.24581417
85466,L6 CT,0.074552804,0.09468044
85480,L5 IT,0.027162816,0.06566212
126058,Endo,-0.3707825,-0.029866163
217266,L6 IT,-0.023830198,0.20196056
64791,L2/3 IT,-0.0823403,-0.26541963
125754,Oligo,0.43741968,0.102335654
85430,L4/5 IT,0.1722907,-0.19764912
65070,Astro,0.31030235,0.14273986
197323,L5 IT,-0.026800571,0.15351206
65033,VLMC,-0.51069695,0.0077358447
125628,Micro,-0.2525667,-0.1744768
65018,L5 IT,0.007284224,0.08385245
217158,L5 ET,0.17252941,-0.16688758
217165,Vip,-0.44277754,0.018706951
85303,L2/3 IT,-0.35331136,0.113288485
197279,Astro,-0.0026187226,-0.073841006
107986,L5 ET,-0.14872552,0.188624
107948,L6 CT,0.29783514,0.06444237
85376,Sst,0.052767623,0.06607423
64944,L4/5 IT,-0.28533342,0.18068925
125732,Oligo,0.28724664,0.054006174
217195,L6 CT,0.19230728,0.081596866
197256,L5 IT,-0.22603075,0.16974923
64948,L4/5 IT,0.030819964,-0.14225653
217400,L6 IT,0.23071046,0.105435036
269057,Peri,-0.037104093,0.37718964
84757,L5 IT,-0.18848664,0.113094874
109150,L6 CT,0.31663746,-0.11824206
124060,Astro,-0.106113255,0.30556235
124069,L4/5 IT,-0.15717633,-0.0075646956
109146,L6 IT,0.2893383,-0.0074268132
109142,L6 CT,0.017795209,0.10126541
66253,SMC,-0.4762505,0.049412504
124098,L2/3 IT,-0.052666616,-0.2672732
124111,L2/3 IT,-0.27951947,-0.09845279
109127,L4/5 IT,0.15009882,-0.22536162
84274,L6 IT,-0.02389359,0.1782046
265747,PVM,-0.4232961,0.053318776
258812,L6 CT,0.30166462,0.113909446
109055,Astro,-0.025270076,-0.33305958
202684,SMC,0.22776885,0.2668532
124207,L6 CT,0.033447746,0.24675381
216679,L4/5 IT,-0.06451405,-0.17406803
66299,L6 IT,-0.028813593,0.26688594
124010,L6b,-0.082771584,0.4692136
197761,Astro,-0.31476784,-0.041851945
123865,L5 IT,0.090686634,-0.03891854
268884,L2/3 IT,-0.3192308,-0.020437945
83885,L6 IT,0.30410004,-0.11910289
83887,L6 CT,0.32369196,0.0044802353
123889,L2/3 IT,-0.32281083,-0.08748181
261466,Oligo,0.09756832,0.2966911
83902,L4/5 IT,-0.28880465,0.16852146
216709,L2/3 IT,-0.39965963,-0.0047834963
210806,Peri,-0.37997526,0.025435343
216644,L6 CT,0.18962255,0.06712271
66365,L6b,0.42102128,0.049706534
123941,Peri,0.12655035,-0.28595483
66319,Pvalb,0.0752877,0.11616676
265781,VLMC,-0.18919252,-0.28602162
84038,L4/5 IT,-0.17460003,0.0065902397
66307,Astro,0.21773748,-0.32808262
83980,Oligo,0.0054599606,0.3737663
124914,Oligo,-0.30532587,0.2502104
109049,L6 CT,0.13116392,0.1359733
197685,Astro,0.1766168,-0.22910091
108782,L4/5 IT,0.20124723,-0.36099395
269008,Pvalb,-0.08708435,0.12823379
108753,Peri,-0.3602644,-0.06567428
65871,Endo,0.1931737,0.075444914
265696,L6 CT,-0.09408663,0.35270825
84647,L2/3 IT,0.07594745,-0.29021096
84677,L6 CT,0.23546349,-0.021800395
108682,VLMC,-0.27642396,-0.21387735
65815,L2/3 IT,0.13889383,-0.3587215
258693,L2/3 IT,-0.12883864,-0.150013
124812,PVM,0.20466833,0.22676131
108664,L6 CT,0.085133225,0.23110074
84741,L4/5 IT,-0.07167835,-0.24347478
269030,Pvalb,0.25089845,-0.11589849
84754,L5 IT,-0.015948346,0.14225772
202764,L6 CT,0.3836264,-0.12167292
269003,L5 IT,-0.12743111,0.054283723
65932,Sst,-0.123004064,0.12251931
84597,L5 IT,-0.10222025,0.13655707
66169,L5 IT,0.18753701,-0.056006715
109039,L4/5 IT,-0.26272172,-0.030216547
243945,L2/3 IT,0.17092279,-0.39579034
216752,L5 IT,0.115260825,-0.051550113
258776,L4/5 IT,-0.011351336,-0.15703043
108976,Endo,-0.15964301,-0.23143274
84416,Astro,-0.01603369,0.08190083
84352,L4/5 IT,-0.11250159,-0.01079681
243951,Oligo,0.32431737,-0.28815714
124489,L4/5 IT,0.2379209,-0.33537012
66004,L2/3 IT,-0.17155084,-0.2173653
210638,L5 IT,-0.09210925,0.18938136
210615,L2/3 IT,-0.36393452,0.076725155
197629,Endo,-0.29917374,0.13330668
84580,L6b,0.015985437,0.36162177
108847,Sst,0.087616414,-0.071680285
84467,L6 IT,0.00362508,0.21483377
131873,Endo,-0.2811812,-0.19772652
85496,SMC,-0.14806099,-0.25911078
197141,Sst,-0.1508214,0.26399612
203363,Oligo,-0.26494285,0.009409271
203370,L6 CT,-0.2086156,0.3255232
107054,L5/6 NP,-0.044735428,-0.06614994
62954,L6 CT,0.41461378,-0.18711695
265321,L4/5 IT,-0.14906213,-0.07803749
107031,Astro,0.20640086,0.03234085
261836,Astro,0.11802423,-0.06478202
127232,PVM,0.37342253,0.07352902
106997,VLMC,-0.50241673,-0.0028366186
106961,L5 IT,0.08178881,0.124225356
62887,L2/3 IT,-0.062147923,-0.30397812
269586,L2/3 IT,-0.17501447,-0.10151509
62834,L5 ET,0.06567711,-0.1256929
106925,L4/5 IT,-0.19381039,-0.052635677
265310,PVM,0.18745804,-0.3517207
63002,Endo,-0.4794517,8.844584e-05
63010,L6 CT,0.22041805,0.104933314
246288,Oligo,-0.19587496,-0.07282694
269566,L2/3 IT,-0.15022455,-0.1274538
265396,L2/3 IT,-0.2039385,-0.111115456
86075,L6 CT,-0.10539444,0.4178558
107334,L4/5 IT,-0.035195895,-0.10354179
258330,OPC,-0.17878655,0.18545115
63185,L2/3 IT,-0.2043211,-0.18095079
86106,Oligo,0.10264531,0.30846035
261806,L2/3 IT,-0.24182676,-0.17383924
86565,L6b,-0.07938656,0.45892197
217816,L2/3 IT,0.18257718,-0.38685215
86142,L2/3 IT,-0.076369606,-0.1993778
127064,L5 IT,0.047053386,0.09498983
107269,L6 CT,-0.103390574,0.4139939
269561,L6 CT,0.007453993,0.16293806
